Proxy,Protocol,Country,Country Code,Flag,Fraud Score,Risk,VPN,ISP,Latency (ms)
210.48.154.99:443,HTTPS,Malaysia,MY,🇲🇾,0,low,No,TM ONE DC,2998
47.254.229.162:443,HTTPS,Malaysia,MY,🇲🇾,0,low,No,Alibaba Cloud LLC,5322
113.23.216.129:9088,HTTPS,Malaysia,MY,🇲🇾,0,low,No,Extreme Broadband,2748
113.23.216.128:9088,HTTPS,Malaysia,MY,🇲🇾,0,low,No,Extreme Broadband,2710
103.26.196.250:443,HTTPS,Malaysia,MY,🇲🇾,0,low,No,Universiti Malaysia Sabah,3400
56.68.116.64:43710,HTTPS,Malaysia,MY,🇲🇾,0,low,No,"Amazon.com, Inc.",6389
43.251.18.20:443,HTTPS,Malaysia,MY,🇲🇾,0,low,No,Jabatan Digital Negara,3238
210.19.96.163:443,HTTPS,Malaysia,MY,🇲🇾,1,low,No,TT DOTCOM SDN BHD,2838
152.233.3.1:9443,HTTPS,Malaysia,MY,🇲🇾,41,medium,Yes,Datacamp Limited,2584
152.233.3.14:9443,HTTPS,Malaysia,MY,🇲🇾,41,medium,Yes,Datacamp Limited,2586
