Proxy,Protocol,Country,Country Code,Flag,Fraud Score,Risk,VPN,ISP,Latency (ms)
51.17.154.141:35405,HTTPS,Israel,IL,🇮🇱,0,low,No,"Amazon.com, Inc.",6361
51.84.101.19:33739,HTTPS,Israel,IL,🇮🇱,3,low,No,"Amazon.com, Inc.",5762
185.191.204.98:9443,HTTPS,Israel,IL,🇮🇱,11,low,Yes,Rachamim Aviel Twito,1861
169.150.248.17:443,HTTPS,Israel,IL,🇮🇱,33,medium,Yes,Datacamp Limited,1898
169.150.248.17:9443,HTTPS,Israel,IL,🇮🇱,33,medium,Yes,Datacamp Limited,1885
