Proxy,Protocol,Country,Country Code,Flag,Fraud Score,Risk,VPN,ISP,Latency (ms)
186.26.95.249:61445,SOCKS5,Brazil,BR,🇧🇷,0,low,No,Nosso Wi-fi Ltda,6446
191.252.210.157:1080,SOCKS5,Brazil,BR,🇧🇷,0,low,No,Locaweb Serviços de Internet S/A,2365
191.252.210.157:1080,SOCKS5,Brazil,BR,🇧🇷,0,low,No,Locaweb Serviços de Internet S/A,2762
144.22.165.206:1088,SOCKS5,Brazil,BR,🇧🇷,2,low,No,Oracle Corporation,1279
144.22.165.206:1088,SOCKS5,Brazil,BR,🇧🇷,2,low,No,Oracle Corporation,1385
177.52.25.34:1080,SOCKS5,Brazil,BR,🇧🇷,5,low,No,Maria Luciana Machado E CIA Ltda-me,5474
177.52.25.34:1080,SOCKS5,Brazil,BR,🇧🇷,5,low,No,Maria Luciana Machado E CIA Ltda-me,4482
187.63.9.62:63253,SOCKS5,Brazil,BR,🇧🇷,7,low,No,Gigalink de Nova Friburgo Soluções em Rede Multimi,6500
45.179.145.12:6080,SOCKS5,Brazil,BR,🇧🇷,20,medium,No,Hilan Telecom Ltda,4646
45.179.145.12:6080,SOCKS5,Brazil,BR,🇧🇷,20,medium,No,Hilan Telecom Ltda,8544
