Proxy,Protocol,Country,Country Code,Flag,Fraud Score,Risk,VPN,ISP,Latency (ms),Iran Reachable,Iran Latency (ms),Iran Nodes OK
185.195.71.218:18080,SOCKS5,Switzerland,CH,🇨🇭,15,low,Yes,Datasource AG,1266,Not Checked,,
185.195.71.218:18080,SOCKS5,Switzerland,CH,🇨🇭,15,low,Yes,Datasource AG,1300,Not Checked,,
45.90.56.234:1080,SOCKS5,Switzerland,CH,🇨🇭,35,medium,No,Route 95 LLC,6423,Not Checked,,
